model,threshold,f1,mcc,recall,precision,cost
DecisionTree_Balanced,0.42000000000000004,0.4126984126984127,0.47463998390915046,0.9558823529411765,0.2631578947368421,3320
DecisionTree_Balanced,0.43,0.4126984126984127,0.47463998390915046,0.9558823529411765,0.2631578947368421,3320
DecisionTree_Balanced,0.44,0.4195804195804196,0.4655609394547488,0.8823529411764706,0.27522935779816515,5580
DecisionTree_Balanced,0.45,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.46,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.47000000000000003,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.48000000000000004,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.49,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.5,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.51,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.52,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.53,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.54,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.55,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.56,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.5700000000000001,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.5800000000000001,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.59,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.6,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.61,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.62,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.63,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.64,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.65,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.66,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.67,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.68,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.6900000000000001,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.7000000000000001,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.7100000000000001,0.44528301886792454,0.4842384805799429,0.8676470588235294,0.29949238578680204,5880
DecisionTree_Balanced,0.72,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
DecisionTree_Balanced,0.73,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
DecisionTree_Balanced,0.74,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
DecisionTree_Balanced,0.75,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
DecisionTree_Balanced,0.76,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
DecisionTree_Balanced,0.77,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
DecisionTree_Balanced,0.78,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
DecisionTree_Balanced,0.79,0.48945147679324896,0.5183271940972954,0.8529411764705882,0.3431952662721893,6110
DecisionTree_Balanced,0.8,0.5069124423963134,0.5246527959445633,0.8088235294117647,0.3691275167785235,7440
DecisionTree_Balanced,0.81,0.5069124423963134,0.5246527959445633,0.8088235294117647,0.3691275167785235,7440
DecisionTree_Balanced,0.8200000000000001,0.5069124423963134,0.5246527959445633,0.8088235294117647,0.3691275167785235,7440
DecisionTree_Balanced,0.8300000000000001,0.5069124423963134,0.5246527959445633,0.8088235294117647,0.3691275167785235,7440
DecisionTree_Balanced,0.8400000000000001,0.5069124423963134,0.5246527959445633,0.8088235294117647,0.3691275167785235,7440
DecisionTree_Balanced,0.85,0.5069124423963134,0.5246527959445633,0.8088235294117647,0.3691275167785235,7440
DecisionTree_Balanced,0.86,0.5069124423963134,0.5246527959445633,0.8088235294117647,0.3691275167785235,7440
DecisionTree_Balanced,0.87,0.5120772946859904,0.5237266548205098,0.7794117647058824,0.381294964028777,8360
DecisionTree_Balanced,0.88,0.5120772946859904,0.5237266548205098,0.7794117647058824,0.381294964028777,8360
DecisionTree_Balanced,0.89,0.4845360824742268,0.48505668043448585,0.6911764705882353,0.373015873015873,11290
DecisionTree_Balanced,0.9,0.5084745762711864,0.5018800335142037,0.6617647058823529,0.41284403669724773,12140
DecisionTree_Balanced,0.91,0.5084745762711864,0.5018800335142037,0.6617647058823529,0.41284403669724773,12140
DecisionTree_Balanced,0.92,0.5084745762711864,0.5018800335142037,0.6617647058823529,0.41284403669724773,12140
DecisionTree_Balanced,0.93,0.5084745762711864,0.5018800335142037,0.6617647058823529,0.41284403669724773,12140
DecisionTree_Balanced,0.9400000000000001,0.484472049689441,0.46956846443105793,0.5735294117647058,0.41935483870967744,15040
DecisionTree_Balanced,0.9500000000000001,0.46357615894039733,0.44512390978325306,0.5147058823529411,0.42168674698795183,16980
DecisionTree_Balanced,0.9600000000000001,0.46357615894039733,0.44512390978325306,0.5147058823529411,0.42168674698795183,16980
DecisionTree_Balanced,0.97,0.33663366336633666,0.3438813523516269,0.25,0.5151515151515151,25660
DecisionTree_Balanced,0.98,0.3333333333333333,0.35336073519857736,0.23529411764705882,0.5714285714285714,26120
DecisionTree_Balanced,0.99,0.24390243902439024,0.3151648136919169,0.14705882352941177,0.7142857142857143,29040
RandomForest_Balanced,0.01,0.06683046683046683,0.024299967082663142,1.0,0.03457041179461108,18990
RandomForest_Balanced,0.02,0.08613046231792273,0.10672670282600752,1.0,0.04500330906684315,14430
RandomForest_Balanced,0.03,0.11129296235679215,0.1606324089674397,1.0,0.058925476603119586,10860
RandomForest_Balanced,0.04,0.13452027695351138,0.19862437452002857,1.0,0.07211028632025451,8750
RandomForest_Balanced,0.05,0.1558139534883721,0.2260564686738076,0.9852941176470589,0.0845959595959596,7750
RandomForest_Balanced,0.060000000000000005,0.18157181571815717,0.2584803271486723,0.9852941176470589,0.1,6530
RandomForest_Balanced,0.06999999999999999,0.19793205317577547,0.27753929084521256,0.9852941176470589,0.11001642036124795,5920
RandomForest_Balanced,0.08,0.21236133122028525,0.29359181388767924,0.9852941176470589,0.11900532859680284,5460
RandomForest_Balanced,0.09,0.22635135135135134,0.3085936618026208,0.9852941176470589,0.12786259541984732,5070
RandomForest_Balanced,0.09999999999999999,0.2338568935427574,0.31644379196753464,0.9852941176470589,0.13267326732673268,4880
RandomForest_Balanced,0.11,0.24363636363636362,0.32648713489885284,0.9852941176470589,0.13900414937759337,4650
RandomForest_Balanced,0.12,0.2533081285444234,0.3362324500956241,0.9852941176470589,0.14533622559652928,4440
RandomForest_Balanced,0.13,0.2607003891050584,0.34356627234671566,0.9852941176470589,0.15022421524663676,4290
RandomForest_Balanced,0.14,0.26907630522088355,0.3517656420090001,0.9852941176470589,0.1558139534883721,4130
RandomForest_Balanced,0.15000000000000002,0.2740286298568507,0.3565620293843211,0.9852941176470589,0.15914489311163896,4040
RandomForest_Balanced,0.16,0.28210526315789475,0.36430757105920436,0.9852941176470589,0.16461916461916462,3900
RandomForest_Balanced,0.17,0.29130434782608694,0.37302136023353766,0.9852941176470589,0.17091836734693877,3750
RandomForest_Balanced,0.18000000000000002,0.30385487528344673,0.3847401913550383,0.9852941176470589,0.17962466487935658,3560
RandomForest_Balanced,0.19,0.31529411764705884,0.39526715178399807,0.9852941176470589,0.1876750700280112,3400
RandomForest_Balanced,0.2,0.31654676258992803,0.3935100666008114,0.9705882352941176,0.18911174785100288,3830
RandomForest_Balanced,0.21000000000000002,0.32432432432432434,0.4005683019520139,0.9705882352941176,0.19469026548672566,3730
RandomForest_Balanced,0.22,0.32663316582914576,0.39973996549788005,0.9558823529411765,0.19696969696969696,4150
RandomForest_Balanced,0.23,0.33678756476683935,0.4088354484713562,0.9558823529411765,0.20440251572327045,4030
RandomForest_Balanced,0.24000000000000002,0.3439153439153439,0.4151694761352723,0.9558823529411765,0.20967741935483872,3950
RandomForest_Balanced,0.25,0.3523035230352303,0.4225742828696108,0.9558823529411765,0.2159468438538206,3860
RandomForest_Balanced,0.26,0.3516483516483517,0.41905406968253023,0.9411764705882353,0.21621621621621623,4320
RandomForest_Balanced,0.27,0.3615819209039548,0.4277513478734065,0.9411764705882353,0.22377622377622378,4220
RandomForest_Balanced,0.28,0.3667621776504298,0.432261801198638,0.9411764705882353,0.2277580071174377,4170
RandomForest_Balanced,0.29000000000000004,0.3764705882352941,0.4406721912010135,0.9411764705882353,0.23529411764705882,4080
RandomForest_Balanced,0.3,0.39143730886850153,0.45353893917435806,0.9411764705882353,0.2471042471042471,3950
RandomForest_Balanced,0.31,0.391304347826087,0.45044773146588374,0.9264705882352942,0.24803149606299213,4410
RandomForest_Balanced,0.32,0.402555910543131,0.46004408333781516,0.9264705882352942,0.2571428571428571,4320
RandomForest_Balanced,0.33,0.40522875816993464,0.459339472579123,0.9117647058823529,0.2605042016806723,4760
RandomForest_Balanced,0.34,0.4,0.4489775199901845,0.8823529411764706,0.25862068965517243,5720
RandomForest_Balanced,0.35000000000000003,0.410958904109589,0.458273923710188,0.8823529411764706,0.26785714285714285,5640
RandomForest_Balanced,0.36000000000000004,0.41134751773049644,0.45272852428137506,0.8529411764705882,0.27102803738317754,6560
RandomForest_Balanced,0.37,0.4057971014492754,0.4422102163774398,0.8235294117647058,0.2692307692307692,7520
RandomForest_Balanced,0.38,0.4163568773234201,0.45115237161264654,0.8235294117647058,0.27860696517412936,7450
RandomForest_Balanced,0.39,0.4307692307692308,0.46332060924803575,0.8235294117647058,0.2916666666666667,7360
RandomForest_Balanced,0.4,0.4392156862745098,0.4704370773421503,0.8235294117647058,0.2994652406417112,7310
RandomForest_Balanced,0.41000000000000003,0.44621513944223107,0.4763283309183167,0.8235294117647058,0.30601092896174864,7270
RandomForest_Balanced,0.42000000000000004,0.45161290322580644,0.4808686634599236,0.8235294117647058,0.3111111111111111,7240
RandomForest_Balanced,0.43,0.46473029045643155,0.49189610628876473,0.8235294117647058,0.3236994219653179,7170
RandomForest_Balanced,0.44,0.46218487394957986,0.48692669204492434,0.8088235294117647,0.3235294117647059,7650
RandomForest_Balanced,0.45,0.46551724137931033,0.4869387950343667,0.7941176470588235,0.32926829268292684,8100
RandomForest_Balanced,0.46,0.47577092511013214,0.495597573331863,0.7941176470588235,0.33962264150943394,8050
RandomForest_Balanced,0.47000000000000003,0.484304932735426,0.5028105196877845,0.7941176470588235,0.34838709677419355,8010
RandomForest_Balanced,0.48000000000000004,0.4796380090497738,0.4961380553383459,0.7794117647058824,0.3464052287581699,8500
RandomForest_Balanced,0.49,0.4792626728110599,0.493132020764652,0.7647058823529411,0.348993288590604,8970
RandomForest_Balanced,0.5,0.4928909952606635,0.5047416693440742,0.7647058823529411,0.36363636363636365,8910
RandomForest_Balanced,0.51,0.5024154589371981,0.5128776127933211,0.7647058823529411,0.37410071942446044,8870
RandomForest_Balanced,0.52,0.5226130653266332,0.5302072546928494,0.7647058823529411,0.3969465648854962,8790
RandomForest_Balanced,0.53,0.5333333333333333,0.5394555834914024,0.7647058823529411,0.4094488188976378,8750
RandomForest_Balanced,0.54,0.5425531914893617,0.5450802344665224,0.75,0.425,9190
RandomForest_Balanced,0.55,0.5454545454545454,0.5476167146349269,0.75,0.42857142857142855,9180
RandomForest_Balanced,0.56,0.5494505494505495,0.548877807932562,0.7352941176470589,0.43859649122807015,9640
RandomForest_Balanced,0.5700000000000001,0.5586592178770949,0.5570328720855723,0.7352941176470589,0.45045045045045046,9610
RandomForest_Balanced,0.5800000000000001,0.5568181818181818,0.5533069070895248,0.7205882352941176,0.4537037037037037,10090
RandomForest_Balanced,0.59,0.5632183908045977,0.5590448430482786,0.7205882352941176,0.46226415094339623,10070
RandomForest_Balanced,0.6,0.5730994152046783,0.5679524886129997,0.7205882352941176,0.47572815533980584,10040
RandomForest_Balanced,0.61,0.5595238095238095,0.5519270343180772,0.6911764705882353,0.47,11030
RandomForest_Balanced,0.62,0.5696969696969697,0.5612650889816174,0.6911764705882353,0.4845360824742268,11000
RandomForest_Balanced,0.63,0.5714285714285714,0.561286173315968,0.6764705882352942,0.4946236559139785,11470
RandomForest_Balanced,0.64,0.5732484076433121,0.5615998583798611,0.6617647058823529,0.5056179775280899,11940
RandomForest_Balanced,0.65,0.567741935483871,0.5551155371472395,0.6470588235294118,0.5057471264367817,12430
RandomForest_Balanced,0.66,0.5827814569536424,0.5696224860791471,0.6470588235294118,0.5301204819277109,12390
RandomForest_Balanced,0.67,0.5637583892617449,0.5492718991176954,0.6176470588235294,0.5185185185185185,13390
RandomForest_Balanced,0.68,0.5714285714285714,0.5568548204645244,0.6176470588235294,0.5316455696202531,13370
RandomForest_Balanced,0.6900000000000001,0.5874125874125874,0.5728923027381412,0.6176470588235294,0.56,13330
RandomForest_Balanced,0.7000000000000001,0.5857142857142857,0.5709513820700979,0.6029411764705882,0.5694444444444444,13810
RandomForest_Balanced,0.7100000000000001,0.5735294117647058,0.5585190597978322,0.5735294117647058,0.5735294117647058,14790
RandomForest_Balanced,0.72,0.5692307692307692,0.5554246000440523,0.5441176470588235,0.5967741935483871,15750
RandomForest_Balanced,0.73,0.5396825396825397,0.5265785794004911,0.5,0.5862068965517241,17240
RandomForest_Balanced,0.74,0.532258064516129,0.5200371411025828,0.4852941176470588,0.5892857142857143,17730
RandomForest_Balanced,0.75,0.5081967213114754,0.49642171425616066,0.45588235294117646,0.5740740740740741,18730
RandomForest_Balanced,0.76,0.48333333333333334,0.47212322883409136,0.4264705882352941,0.5576923076923077,19730
RandomForest_Balanced,0.77,0.4576271186440678,0.4470850950747781,0.39705882352941174,0.54,20730
RandomForest_Balanced,0.78,0.45217391304347826,0.4444238429858873,0.38235294117647056,0.5531914893617021,21210
RandomForest_Balanced,0.79,0.4036697247706422,0.40119593813559695,0.3235294117647059,0.5365853658536586,23190
RandomForest_Balanced,0.8,0.3925233644859813,0.3925487013812863,0.3088235294117647,0.5384615384615384,23680
RandomForest_Balanced,0.81,0.35294117647058826,0.359489322658727,0.2647058823529412,0.5294117647058824,25160
RandomForest_Balanced,0.8200000000000001,0.32323232323232326,0.3338053178996728,0.23529411764705882,0.5161290322580645,26150
RandomForest_Balanced,0.8300000000000001,0.2978723404255319,0.3194575363860742,0.20588235294117646,0.5384615384615384,27120
RandomForest_Balanced,0.8400000000000001,0.2857142857142857,0.31615848833772775,0.19117647058823528,0.5652173913043478,27600
RandomForest_Balanced,0.85,0.2727272727272727,0.3138851807716477,0.17647058823529413,0.6,28080
RandomForest_Balanced,0.86,0.2619047619047619,0.32382228098670635,0.16176470588235295,0.6875,28550
RandomForest_Balanced,0.87,0.26506024096385544,0.3354451996903336,0.16176470588235295,0.7333333333333333,28540
RandomForest_Balanced,0.88,0.26506024096385544,0.3354451996903336,0.16176470588235295,0.7333333333333333,28540
RandomForest_Balanced,0.89,0.24390243902439024,0.3151648136919169,0.14705882352941177,0.7142857142857143,29040
RandomForest_Balanced,0.9,0.20253164556962025,0.2844821654226626,0.11764705882352941,0.7272727272727273,30030
RandomForest_Balanced,0.91,0.13333333333333333,0.22246346635794204,0.07352941176470588,0.7142857142857143,31520
RandomForest_Balanced,0.92,0.136986301369863,0.26684720410856333,0.07352941176470588,1.0,31500
RandomForest_Balanced,0.93,0.1111111111111111,0.23861559928094625,0.058823529411764705,1.0,32000
RandomForest_Balanced,0.9400000000000001,0.1111111111111111,0.23861559928094625,0.058823529411764705,1.0,32000
RandomForest_Balanced,0.9500000000000001,0.05714285714285714,0.16864223940280543,0.029411764705882353,1.0,33000
RandomForest_Balanced,0.9600000000000001,0.028985507246376812,0.1192182404138094,0.014705882352941176,1.0,33500
RandomForest_Balanced,0.97,0.0,0.0,0.0,0.0,34000
RandomForest_Balanced,0.98,0.0,0.0,0.0,0.0,34000
RandomForest_Balanced,0.99,0.0,0.0,0.0,0.0,34000
XGBoost,0.01,0.26534653465346536,0.34812840159673475,0.9852941176470589,0.15331807780320367,4200
XGBoost,0.02,0.33668341708542715,0.4146057135639968,0.9852941176470589,0.20303030303030303,3130
XGBoost,0.03,0.3542234332425068,0.42426201962265697,0.9558823529411765,0.21739130434782608,3840
XGBoost,0.04,0.3878787878787879,0.4504898241143443,0.9411764705882353,0.24427480916030533,3980
XGBoost,0.05,0.41721854304635764,0.47247483945825025,0.9264705882352942,0.2692307692307692,4210
XGBoost,0.060000000000000005,0.45018450184501846,0.49423230625514275,0.8970588235294118,0.30049261083743845,4920
XGBoost,0.06999999999999999,0.4645669291338583,0.500391188839725,0.8676470588235294,0.3172043010752688,5770
XGBoost,0.08,0.5,0.5300099507352796,0.8676470588235294,0.35119047619047616,5590
XGBoost,0.09,0.5296803652968036,0.5520666349946403,0.8529411764705882,0.3841059602649007,5930
XGBoost,0.09999999999999999,0.5238095238095238,0.5389721998061944,0.8088235294117647,0.3873239436619718,7370
XGBoost,0.11,0.542713567839196,0.5525101720651981,0.7941176470588235,0.4122137404580153,7770
XGBoost,0.12,0.5463917525773195,0.553188998128252,0.7794117647058824,0.42063492063492064,8230
XGBoost,0.13,0.5561497326203209,0.5592795487839861,0.7647058823529411,0.4369747899159664,8670
XGBoost,0.14,0.5573770491803278,0.558079501859218,0.75,0.4434782608695652,9140
XGBoost,0.15000000000000002,0.56353591160221,0.5635107229314155,0.75,0.45132743362831856,9120
XGBoost,0.16,0.56353591160221,0.5635107229314155,0.75,0.45132743362831856,9120
XGBoost,0.17,0.5828571428571429,0.580677256023422,0.75,0.4766355140186916,9060
XGBoost,0.18000000000000002,0.6,0.5960873106710726,0.75,0.5,9010
XGBoost,0.19,0.6181818181818182,0.6126371167132193,0.75,0.5257731958762887,8960
XGBoost,0.2,0.6296296296296297,0.6231761747441485,0.75,0.5425531914893617,8930
XGBoost,0.21000000000000002,0.6455696202531646,0.6380167340189855,0.75,0.5666666666666667,8890
XGBoost,0.22,0.6493506493506493,0.6402525842799114,0.7352941176470589,0.5813953488372093,9360
XGBoost,0.23,0.6442953020134228,0.6332455880211804,0.7058823529411765,0.5925925925925926,10330
XGBoost,0.24000000000000002,0.6442953020134228,0.6332455880211804,0.7058823529411765,0.5925925925925926,10330
XGBoost,0.25,0.6575342465753424,0.6462582841849751,0.7058823529411765,0.6153846153846154,10300
XGBoost,0.26,0.6573426573426573,0.6455022270395532,0.6911764705882353,0.6266666666666667,10780
XGBoost,0.27,0.6619718309859155,0.6501773096224425,0.6911764705882353,0.6351351351351351,10770
XGBoost,0.28,0.6762589928057554,0.6647758006824044,0.6911764705882353,0.6619718309859155,10740
XGBoost,0.29000000000000004,0.6962962962962963,0.685709027660551,0.6911764705882353,0.7014925373134329,10700
XGBoost,0.3,0.6962962962962963,0.685709027660551,0.6911764705882353,0.7014925373134329,10700
XGBoost,0.31,0.6917293233082706,0.68131783932725,0.6764705882352942,0.7076923076923077,11190
XGBoost,0.32,0.696969696969697,0.6869756279052184,0.6764705882352942,0.71875,11180
XGBoost,0.33,0.7076923076923077,0.6986901451660421,0.6764705882352942,0.7419354838709677,11160
XGBoost,0.34,0.7076923076923077,0.6986901451660421,0.6764705882352942,0.7419354838709677,11160
XGBoost,0.35000000000000003,0.7076923076923077,0.6986901451660421,0.6764705882352942,0.7419354838709677,11160
XGBoost,0.36000000000000004,0.7131782945736435,0.7047576738814999,0.6764705882352942,0.7540983606557377,11150
XGBoost,0.37,0.703125,0.694799921657036,0.6617647058823529,0.75,11650
XGBoost,0.38,0.6825396825396826,0.6745493304497111,0.6323529411764706,0.7413793103448276,12650
XGBoost,0.39,0.6774193548387096,0.6705495629550154,0.6176470588235294,0.75,13140
XGBoost,0.4,0.6885245901639344,0.6836607369148415,0.6176470588235294,0.7777777777777778,13120
XGBoost,0.41000000000000003,0.7,0.6975052049960768,0.6176470588235294,0.8076923076923077,13100
XGBoost,0.42000000000000004,0.6779661016949152,0.6768126142831622,0.5882352941176471,0.8,14100
XGBoost,0.43,0.6548672566371682,0.6598626229045736,0.5441176470588235,0.8222222222222222,15580
XGBoost,0.44,0.6363636363636364,0.6459787083853316,0.5147058823529411,0.8333333333333334,16570
XGBoost,0.45,0.6296296296296297,0.6432267497081563,0.5,0.85,17060
XGBoost,0.46,0.6037735849056604,0.6205577594145293,0.47058823529411764,0.8421052631578947,18060
XGBoost,0.47000000000000003,0.6095238095238096,0.6294236899679407,0.47058823529411764,0.8648648648648649,18050
XGBoost,0.48000000000000004,0.6095238095238096,0.6294236899679407,0.47058823529411764,0.8648648648648649,18050
XGBoost,0.49,0.6095238095238096,0.6294236899679407,0.47058823529411764,0.8648648648648649,18050
XGBoost,0.5,0.6095238095238096,0.6294236899679407,0.47058823529411764,0.8648648648648649,18050
XGBoost,0.51,0.5961538461538461,0.6178973632394945,0.45588235294117646,0.8611111111111112,18550
XGBoost,0.52,0.5961538461538461,0.6178973632394945,0.45588235294117646,0.8611111111111112,18550
XGBoost,0.53,0.5961538461538461,0.6178973632394945,0.45588235294117646,0.8611111111111112,18550
XGBoost,0.54,0.5961538461538461,0.6178973632394945,0.45588235294117646,0.8611111111111112,18550
XGBoost,0.55,0.5825242718446602,0.6061776741416834,0.4411764705882353,0.8571428571428571,19050
XGBoost,0.56,0.5686274509803921,0.5942543754517688,0.4264705882352941,0.8529411764705882,19550
XGBoost,0.5700000000000001,0.5544554455445545,0.5821163237502852,0.4117647058823529,0.8484848484848485,20050
XGBoost,0.5800000000000001,0.54,0.5697513685908295,0.39705882352941174,0.84375,20550
XGBoost,0.59,0.54,0.5697513685908295,0.39705882352941174,0.84375,20550
XGBoost,0.6,0.54,0.5697513685908295,0.39705882352941174,0.84375,20550
XGBoost,0.61,0.5252525252525253,0.5571462237605539,0.38235294117647056,0.8387096774193549,21050
XGBoost,0.62,0.5102040816326531,0.5442863170208496,0.36764705882352944,0.8333333333333334,21550
XGBoost,0.63,0.4948453608247423,0.5311556138366539,0.35294117647058826,0.8275862068965517,22050
XGBoost,0.64,0.4948453608247423,0.5311556138366539,0.35294117647058826,0.8275862068965517,22050
XGBoost,0.65,0.4791666666666667,0.5177364094669215,0.3382352941176471,0.8214285714285714,22550
XGBoost,0.66,0.44680851063829785,0.4899517994771477,0.3088235294117647,0.8076923076923077,23550
XGBoost,0.67,0.44680851063829785,0.4899517994771477,0.3088235294117647,0.8076923076923077,23550
XGBoost,0.68,0.44680851063829785,0.4899517994771477,0.3088235294117647,0.8076923076923077,23550
XGBoost,0.6900000000000001,0.43010752688172044,0.47554016294410445,0.29411764705882354,0.8,24050
XGBoost,0.7000000000000001,0.43478260869565216,0.48608481372258877,0.29411764705882354,0.8333333333333334,24040
XGBoost,0.7100000000000001,0.4444444444444444,0.5092409823385887,0.29411764705882354,0.9090909090909091,24020
XGBoost,0.72,0.4444444444444444,0.5092409823385887,0.29411764705882354,0.9090909090909091,24020
XGBoost,0.73,0.4444444444444444,0.5092409823385887,0.29411764705882354,0.9090909090909091,24020
XGBoost,0.74,0.4444444444444444,0.5092409823385887,0.29411764705882354,0.9090909090909091,24020
XGBoost,0.75,0.42696629213483145,0.4949463766146623,0.27941176470588236,0.9047619047619048,24520
XGBoost,0.76,0.39080459770114945,0.4651327651827083,0.25,0.8947368421052632,25520
XGBoost,0.77,0.39080459770114945,0.4651327651827083,0.25,0.8947368421052632,25520
XGBoost,0.78,0.37209302325581395,0.4495376576016246,0.23529411764705882,0.8888888888888888,26020
XGBoost,0.79,0.37209302325581395,0.4495376576016246,0.23529411764705882,0.8888888888888888,26020
XGBoost,0.8,0.37209302325581395,0.4495376576016246,0.23529411764705882,0.8888888888888888,26020
XGBoost,0.81,0.3764705882352941,0.4634755828452257,0.23529411764705882,0.9411764705882353,26010
XGBoost,0.8200000000000001,0.3614457831325301,0.4633556666837878,0.22058823529411764,1.0,26500
XGBoost,0.8300000000000001,0.32098765432098764,0.43114350427268733,0.19117647058823528,1.0,27500
XGBoost,0.8400000000000001,0.32098765432098764,0.43114350427268733,0.19117647058823528,1.0,27500
XGBoost,0.85,0.32098765432098764,0.43114350427268733,0.19117647058823528,1.0,27500
XGBoost,0.86,0.3,0.41412508466620673,0.17647058823529413,1.0,28000
XGBoost,0.87,0.27848101265822783,0.39639489768964237,0.16176470588235295,1.0,28500
XGBoost,0.88,0.27848101265822783,0.39639489768964237,0.16176470588235295,1.0,28500
XGBoost,0.89,0.27848101265822783,0.39639489768964237,0.16176470588235295,1.0,28500
XGBoost,0.9,0.2564102564102564,0.3778527318469895,0.14705882352941177,1.0,29000
XGBoost,0.91,0.21052631578947367,0.3377920554340894,0.11764705882352941,1.0,30000
XGBoost,0.92,0.21052631578947367,0.3377920554340894,0.11764705882352941,1.0,30000
XGBoost,0.93,0.18666666666666668,0.31589625357253337,0.10294117647058823,1.0,30500
XGBoost,0.9400000000000001,0.136986301369863,0.26684720410856333,0.07352941176470588,1.0,31500
XGBoost,0.9500000000000001,0.08450704225352113,0.2065954248360023,0.04411764705882353,1.0,32500
XGBoost,0.9600000000000001,0.05714285714285714,0.16864223940280543,0.029411764705882353,1.0,33000
XGBoost,0.97,0.05714285714285714,0.16864223940280543,0.029411764705882353,1.0,33000
XGBoost,0.98,0.028985507246376812,0.1192182404138094,0.014705882352941176,1.0,33500
XGBoost,0.99,0.028985507246376812,0.1192182404138094,0.014705882352941176,1.0,33500
XGBoost_Weighted,0.01,0.08415841584158416,0.10137587939034107,1.0,0.04392764857881137,14800
XGBoost_Weighted,0.02,0.12408759124087591,0.18242630867693885,1.0,0.06614785992217899,9600
XGBoost_Weighted,0.03,0.1585081585081585,0.23218279496226513,1.0,0.08607594936708861,7220
XGBoost_Weighted,0.04,0.18406593406593408,0.2614524967423203,0.9852941176470589,0.10151515151515152,6430
XGBoost_Weighted,0.05,0.20904836193447737,0.2899618312910961,0.9852941176470589,0.1169284467713787,5560
XGBoost_Weighted,0.060000000000000005,0.22905982905982905,0.311441475018127,0.9852941176470589,0.12959381044487428,5000
XGBoost_Weighted,0.06999999999999999,0.2427536231884058,0.3255886862548655,0.9852941176470589,0.1384297520661157,4670
XGBoost_Weighted,0.08,0.24860853432282004,0.33151922894565433,0.9852941176470589,0.14225053078556263,4540
XGBoost_Weighted,0.09,0.2571976967370441,0.34010309851392206,0.9852941176470589,0.1479028697571744,4360
XGBoost_Weighted,0.09999999999999999,0.26429980276134124,0.3471036698303159,0.9852941176470589,0.15261958997722094,4220
XGBoost_Weighted,0.11,0.27346938775510204,0.35602223807083144,0.9852941176470589,0.15876777251184834,4050
XGBoost_Weighted,0.12,0.2797494780793319,0.36205786507871407,0.9852941176470589,0.1630170316301703,3940
XGBoost_Weighted,0.13,0.28879310344827586,0.37065351467235613,0.9852941176470589,0.1691919191919192,3790
